WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts,LbrHrs,PartsCost,Payment,Wait,LbrRate,LbrCost,LbrFee,PartsFee,TotalCost,TotalFee,ReqDay,WorkDay
A00708,North,Ling,Assess,,44312,,2,,,,106.65,Account,,140,0,0,106.65,106.65,106.65,Mon,Sat
A00709,North,Ling,Assess,,44313,44319,2,,,0.25,108.9273,C.O.D.,6,140,35,35,108.9273,143.9273,143.9273,Tue,Mon
A00710,Southeast,Cartier,Replace,,44313,44321,1,,,1,270.0636,Account,8,80,80,80,270.0636,350.0636,350.0636,Tue,Wed
A00711,East,Ling,Deliver,,44313,44333,2,,,0.25,145.8969,Account,20,140,35,35,145.8969,180.8969,180.8969,Tue,Mon
A00712,Southeast,Cartier,Assess,,44313,44333,1,,,0.25,150.3616,Account,20,80,20,20,150.3616,170.3616,170.3616,Tue,Mon
A00713,Southwest,Cartier,Deliver,,44313,44335,1,,Yes,0.25,127.4013,C.O.D.,22,80,20,20,0,147.4013,20,Tue,Wed
A00714,Northeast,Ling,Assess,,44313,44348,2,,,0.25,142.5135,Account,35,140,35,35,142.5135,177.5135,177.5135,Tue,Tue
A00715,East,Ling,Assess,Yes,44313,44354,1,,,0.25,31.995,Account,41,80,20,20,31.995,51.995,51.995,Tue,Mon
A00716,Southeast,Cartier,Assess,,44313,44363,1,,,0.25,61.0859,C.O.D.,50,80,20,20,61.0859,81.0859,81.0859,Tue,Wed
A00717,North,Ling,Replace,,44314,44323,2,,,1,171.2626,Account,9,140,140,140,171.2626,311.2626,311.2626,Wed,Fri
A00718,Northwest,Cartier,Repair,,44314,44322,1,,,1.75,92.75,Account,8,80,140,140,92.75,232.75,232.75,Wed,Thu
A00719,East,Ling,Replace,,44314,44336,2,,,0.5,174.7617,Account,22,140,70,70,174.7617,244.7617,244.7617,Wed,Thu
A00720,Southwest,Khan,Assess,,44314,44340,1,,,0.25,33.5718,C.O.D.,26,80,20,20,33.5718,53.5718,53.5718,Wed,Mon
A00721,Southeast,Burton,Deliver,,44314,44357,1,Yes,Yes,0.25,222.3365,Warranty,43,80,20,0,0,242.3365,0,Wed,Thu
A00722,Central,Burton,Replace,,44315,44329,1,,,1.25,153.941,C.O.D.,14,80,100,100,153.941,253.941,253.941,Thu,Thu
A00723,Northwest,Khan,Assess,,44315,44328,1,,,0.75,30,C.O.D.,13,80,60,60,30,90,90,Thu,Wed
A00724,North,Ling,Deliver,,44315,44329,1,,,0.25,19,Account,14,80,20,20,19,39,39,Thu,Thu
A00725,Southeast,Cartier,Assess,,44315,44333,1,,,0.25,75.1808,Account,18,80,20,20,75.1808,95.1808,95.1808,Thu,Mon
A00726,South,Lopez,Assess,,44315,44354,1,,,0.75,1180.1566,Account,39,80,60,60,1180.1566,1240.1566,1240.1566,Thu,Mon
A00727,Central,Cartier,Repair,,44315,44350,2,,Yes,2,125.7766,C.O.D.,35,140,280,280,0,405.7766,280,Thu,Thu
A00728,North,Ling,Deliver,,44315,44356,1,,,0.25,75.0822,Account,41,80,20,20,75.0822,95.0822,95.0822,Thu,Wed
A00729,Northeast,Ling,Replace,,44315,44372,2,,,0.5,103.18,C.O.D.,57,140,70,70,103.18,173.18,173.18,Thu,Fri
A00730,Northwest,Khan,Assess,,44315,,2,,,,591.75,Account,,140,0,0,591.75,591.75,591.75,Thu,Sat
A00731,Southeast,Khan,Assess,,44319,44330,1,,,0.25,25.7114,C.O.D.,11,80,20,20,25.7114,45.7114,45.7114,Mon,Fri
A00732,North,Ling,Deliver,,44319,44329,1,,,0.25,36.7544,Account,10,80,20,20,36.7544,56.7544,56.7544,Mon,Thu
A00733,Central,Khan,Deliver,,44319,44329,1,,,0.25,128.6842,C.O.D.,10,80,20,20,128.6842,148.6842,148.6842,Mon,Thu
A00734,Southeast,Khan,Assess,,44319,44329,1,,,1.25,240.5486,Account,10,80,100,100,240.5486,340.5486,340.5486,Mon,Thu
A00735,Northwest,Burton,Assess,,44319,44329,2,,,0.5,357.9837,C.O.D.,10,140,70,70,357.9837,427.9837,427.9837,Mon,Thu
A00736,Central,Khan,Replace,,44319,44334,1,,,0.5,6.399,C.O.D.,15,80,40,40,6.399,46.399,46.399,Mon,Tue
A00737,Southeast,Burton,Replace,,44319,44335,2,Yes,Yes,1,182.0834,Warranty,16,140,140,0,0,322.0834,0,Mon,Wed
A00738,North,Ling,Deliver,,44319,44334,2,,,0.25,149.2442,Account,15,140,35,35,149.2442,184.2442,184.2442,Mon,Tue
A00739,Northeast,Ling,Assess,,44319,44336,2,,,0.25,26.59,Credit,17,140,35,35,26.59,61.59,61.59,Mon,Thu
A00740,West,Khan,Replace,,44319,44349,1,,,0.5,29.7278,Account,30,80,40,40,29.7278,69.7278,69.7278,Mon,Wed
A00741,North,Ling,Deliver,,44319,44354,1,,,0.25,21.33,Account,35,80,20,20,21.33,41.33,41.33,Mon,Mon
A00742,East,Ling,Deliver,,44319,44361,1,,,0.25,64.171,Account,42,80,20,20,64.171,84.171,84.171,Mon,Mon
A00743,West,Khan,Deliver,,44319,44368,1,,,0.25,70.8215,P.O.,49,80,20,20,70.8215,90.8215,90.8215,Mon,Mon
A00744,Southwest,Burton,Replace,,44319,44389,1,,,2.5,271.9096,C.O.D.,70,80,200,200,271.9096,471.9096,471.9096,Mon,Mon
A00745,Central,Khan,Assess,,44320,44329,1,,,0.75,146.2002,C.O.D.,9,80,60,60,146.2002,206.2002,206.2002,Tue,Thu
A00746,Central,Khan,Replace,,44320,44336,1,,,0.5,150,Account,16,80,40,40,150,190,190,Tue,Thu
A00747,Central,Cartier,Deliver,,44320,44350,1,,,0.25,140.5,C.O.D.,30,80,20,20,140.5,160.5,160.5,Tue,Thu
A00748,South,Lopez,Deliver,,44320,44357,1,,,0.25,39,Account,37,80,20,20,39,59,59,Tue,Thu
A00749,North,Khan,Repair,,44320,44389,2,,,2.25,716.9871,C.O.D.,69,140,315,315,716.9871,1031.9871,1031.9871,Tue,Mon
A00750,Northeast,Ling,Deliver,,44320,,1,,,,118.8969,Account,,80,0,0,118.8969,118.8969,118.8969,Tue,Sat
A00751,South,Burton,Assess,,44321,44333,2,,Yes,0.25,24,C.O.D.,12,140,35,35,0,59,35,Wed,Mon
A00752,Southeast,Cartier,Assess,,44321,44333,1,,,0.25,28.0368,Account,12,80,20,20,28.0368,48.0368,48.0368,Wed,Mon
A00753,South,Burton,Assess,,44321,44333,2,,,0.5,291.1099,C.O.D.,12,140,70,70,291.1099,361.1099,361.1099,Wed,Mon
A00754,Northeast,Ling,Assess,,44321,44340,2,,,0.25,36.3384,Account,19,140,35,35,36.3384,71.3384,71.3384,Wed,Mon
A00755,Central,Burton,Repair,,44321,44343,1,,,1,26.84,C.O.D.,22,80,80,80,26.84,106.84,106.84,Wed,Thu
A00756,Central,Khan,Deliver,,44322,44336,1,,,0.25,56.1075,Account,14,80,20,20,56.1075,76.1075,76.1075,Thu,Thu
A00757,North,Ling,Replace,,44322,44335,2,,,0.5,205.53,Account,13,140,70,70,205.53,275.53,275.53,Thu,Wed
A00758,Northwest,Cartier,Repair,,44322,44342,1,,,1,77.805,C.O.D.,20,80,80,80,77.805,157.805,157.805,Thu,Wed
A00759,Southeast,Cartier,Replace,,44322,44343,1,,,0.5,205.0655,C.O.D.,21,80,40,40,205.0655,245.0655,245.0655,Thu,Thu
A00760,Southeast,Cartier,Repair,,44323,44397,1,,,1.25,30,C.O.D.,74,80,100,100,30,130,130,Fri,Tue
A00761,South,Lopez,Assess,,44326,44335,1,,,0.5,92.586,P.O.,9,80,40,40,92.586,132.586,132.586,Mon,Wed
A00762,North,Ling,Assess,,44326,44347,1,,,0.25,58.24,Account,21,80,20,20,58.24,78.24,78.24,Mon,Mon
A00763,Northwest,Burton,Replace,Yes,44326,44352,2,,,0.5,69.6571,P.O.,26,140,70,70,69.6571,139.6571,139.6571,Mon,Sat
A00764,Central,Cartier,Install,Yes,44326,44349,2,,,1,51.8767,C.O.D.,23,140,140,140,51.8767,191.8767,191.8767,Mon,Wed
A00765,Southwest,Cartier,Assess,,44326,44357,2,,,0.5,103.1811,C.O.D.,31,140,70,70,103.1811,173.1811,173.1811,Mon,Thu
A00766,North,Ling,Assess,,44326,44357,2,,,0.25,122.633,C.O.D.,31,140,35,35,122.633,157.633,157.633,Mon,Thu
A00767,Southeast,Cartier,Assess,,44326,44361,1,,,0.25,73.8103,C.O.D.,35,80,20,20,73.8103,93.8103,93.8103,Mon,Mon
A00768,Northwest,Burton,Deliver,,44327,44340,2,,,0.25,479.36,Account,13,140,35,35,479.36,514.36,514.36,Tue,Mon
A00769,West,Khan,Assess,,44327,44349,1,,,0.25,180,P.O.,22,80,20,20,180,200,200,Tue,Wed
A00770,Central,Cartier,Replace,Yes,44327,44399,1,,,1,117.4484,Account,72,80,80,80,117.4484,197.4484,197.4484,Tue,Thu
A00771,West,Khan,Assess,,44328,44349,1,,,0.25,240.284,P.O.,21,80,20,20,240.284,260.284,260.284,Wed,Wed
A00772,Southwest,Khan,Replace,,44328,44363,2,,,0.5,176.3129,C.O.D.,35,140,70,70,176.3129,246.3129,246.3129,Wed,Wed
A00773,Central,Cartier,Assess,,44328,44370,1,,,0.5,280,Account,42,80,40,40,280,320,320,Wed,Wed
A00774,Central,Khan,Repair,,44328,44397,2,,,2,345.7289,C.O.D.,69,140,280,280,345.7289,625.7289,625.7289,Wed,Tue
A00775,North,Ling,Replace,,44329,44347,2,,,1,158.2913,Account,18,140,140,140,158.2913,298.2913,298.2913,Thu,Mon
A00776,Northwest,Cartier,Replace,,44329,44348,1,,,0.5,14.42,Account,19,80,40,40,14.42,54.42,54.42,Thu,Tue
A00777,South,Lopez,Replace,,44329,44355,1,,,0.75,62.9702,Account,26,80,60,60,62.9702,122.9702,122.9702,Thu,Tue
A00778,North,Ling,Assess,,44329,44355,2,,,0.25,63.4413,Account,26,140,35,35,63.4413,98.4413,98.4413,Thu,Tue
A00779,Central,Cartier,Replace,,44329,44363,1,,,0.5,30,C.O.D.,34,80,40,40,30,70,70,Thu,Wed
A00780,Northeast,Ling,Replace,,44329,44364,1,,,0.5,496,Account,35,80,40,40,496,536,536,Thu,Thu
A00781,Northwest,Cartier,Replace,Yes,44329,,1,,Yes,,126.81,C.O.D.,,80,0,0,0,126.81,0,Thu,Sat
A00782,West,Khan,Install,,44329,,2,,,,144,C.O.D.,,140,0,0,144,144,144,Thu,Sat
A00783,East,Ling,Replace,,44331,44354,2,,Yes,0.5,494.9299,C.O.D.,23,140,70,70,0,564.9299,70,Sat,Mon
A00784,North,Ling,Assess,,44331,44355,2,,,0.25,30.0473,C.O.D.,24,140,35,35,30.0473,65.0473,65.0473,Sat,Tue
A00785,Southeast,Burton,Assess,Yes,44333,44341,1,,,0.25,147.6382,Account,8,80,20,20,147.6382,167.6382,167.6382,Mon,Tue
A00786,North,Ling,Replace,,44333,44344,2,,,0.5,37.44,C.O.D.,11,140,70,70,37.44,107.44,107.44,Mon,Fri
A00787,Northeast,Ling,Assess,,44333,44349,2,,,0.5,288,Account,16,140,70,70,288,358,358,Mon,Wed
A00788,Northwest,Cartier,Assess,,44333,44349,2,,,1,150,C.O.D.,16,140,140,140,150,290,290,Mon,Wed
A00789,North,Ling,Deliver,,44333,44355,1,,,0.25,42.66,Account,22,80,20,20,42.66,62.66,62.66,Mon,Tue
A00790,North,Ling,Assess,,44333,44355,1,,,0.25,287.25,Account,22,80,20,20,287.25,307.25,307.25,Mon,Tue
A00791,West,Cartier,Deliver,,44333,44358,2,,,0.25,147.4015,C.O.D.,25,140,35,35,147.4015,182.4015,182.4015,Mon,Fri
A00792,North,Ling,Deliver,,44333,44366,1,,,0.25,59.2421,C.O.D.,33,80,20,20,59.2421,79.2421,79.2421,Mon,Sat
A00793,North,Ling,Assess,,44333,44361,1,,,0.25,240,Account,28,80,20,20,240,260,260,Mon,Mon
A00794,North,Ling,Deliver,,44333,44369,2,,,0.25,197.47,C.O.D.,36,140,35,35,197.47,232.47,232.47,Mon,Tue
A00795,Northeast,Ling,Assess,,44333,44393,2,,,0.5,304.1946,C.O.D.,60,140,70,70,304.1946,374.1946,374.1946,Mon,Fri
A00796,Southeast,Burton,Replace,,44334,44343,1,,,0.5,64.3421,Account,9,80,40,40,64.3421,104.3421,104.3421,Tue,Thu
A00797,South,Lopez,Replace,,44334,44347,1,,,0.5,10.27,Account,13,80,40,40,10.27,50.27,50.27,Tue,Mon
A00798,Northwest,Burton,Assess,,44334,44350,2,,,0.75,319.0208,C.O.D.,16,140,105,105,319.0208,424.0208,424.0208,Tue,Thu
A00799,Northwest,Khan,Replace,,44334,44348,1,,,0.75,131,C.O.D.,14,80,60,60,131,191,191,Tue,Tue
A00800,North,Ling,Assess,,44334,44349,2,,,0.25,167,Account,15,140,35,35,167,202,202,Tue,Wed
A00801,Southeast,Burton,Replace,,44334,44356,1,,,0.5,91.0417,Account,22,80,40,40,91.0417,131.0417,131.0417,Tue,Wed
A00802,West,Khan,Assess,,44334,44369,1,,,0.25,44.9221,C.O.D.,35,80,20,20,44.9221,64.9221,64.9221,Tue,Tue
A00803,Northwest,Cartier,Replace,,44334,44400,1,Yes,Yes,1,163.9276,Warranty,66,80,80,0,0,243.9276,0,Tue,Fri
A00804,Southeast,Cartier,Install,,44334,,2,,,,281.6158,Account,,140,0,0,281.6158,281.6158,281.6158,Tue,Sat
A00805,South,Lopez,Assess,,44335,44347,1,,,0.5,7.02,P.O.,12,80,40,40,7.02,47.02,47.02,Wed,Mon
A00806,South,Lopez,Assess,,44335,44347,1,,,0.5,28.9965,Account,12,80,40,40,28.9965,68.9965,68.9965,Wed,Mon
A00807,South,Lopez,Assess,,44335,44347,1,,,0.5,50.57,P.O.,12,80,40,40,50.57,90.57,90.57,Wed,Mon
A00808,East,Ling,Replace,,44335,44350,2,,,0.5,271.791,C.O.D.,15,140,70,70,271.791,341.791,341.791,Wed,Thu
A00809,East,Ling,Assess,,44335,44376,2,Yes,Yes,0.25,14.703,Warranty,41,140,35,0,0,49.703,0,Wed,Tue
A00810,Southeast,Cartier,Replace,,44336,44355,2,,Yes,3.25,311.3621,C.O.D.,19,140,455,455,0,766.3621,455,Thu,Tue
A00811,Central,Cartier,Replace,,44336,44358,1,,,0.75,189.318,C.O.D.,22,80,60,60,189.318,249.318,249.318,Thu,Fri
A00812,Northwest,Cartier,Assess,,44336,44364,1,,,0.5,74.5324,Account,28,80,40,40,74.5324,114.5324,114.5324,Thu,Thu
A00813,Central,Cartier,Repair,,44336,44375,1,,,1.5,673.216,C.O.D.,39,80,120,120,673.216,793.216,793.216,Thu,Mon
A00814,Central,Burton,Repair,,44336,44384,2,,,3.5,230.3957,C.O.D.,48,140,490,490,230.3957,720.3957,720.3957,Thu,Wed
A00815,North,Ling,Assess,,44336,44393,2,,,0.25,14.42,Account,57,140,35,35,14.42,49.42,49.42,Thu,Fri
A00816,Southwest,Burton,Repair,,44336,,2,,,,852.5467,C.O.D.,,140,0,0,852.5467,852.5467,852.5467,Thu,Sat
A00817,Northwest,Burton,Replace,Yes,44337,44348,1,,,0.5,36.7544,Account,11,80,40,40,36.7544,76.7544,76.7544,Fri,Tue
A00818,Northwest,Cartier,Install,,44337,44369,1,,,1,57.9662,P.O.,32,80,80,80,57.9662,137.9662,137.9662,Fri,Tue
A00819,Northwest,Cartier,Replace,,44337,,1,,,,90,P.O.,,80,0,0,90,90,90,Fri,Sat
A00820,Northwest,Burton,Replace,Yes,44338,,1,,,,108.513,C.O.D.,,80,0,0,108.513,108.513,108.513,Sat,Sat
A00821,North,Ling,Deliver,,44340,44349,1,,,0.25,22,Account,9,80,20,20,22,42,42,Mon,Wed
A00822,Southeast,Cartier,Deliver,,44340,44350,1,,,0.25,66.8649,C.O.D.,10,80,20,20,66.8649,86.8649,86.8649,Mon,Thu
A00823,South,Lopez,Replace,,44340,44362,1,,,0.75,111.15,Account,22,80,60,60,111.15,171.15,171.15,Mon,Tue
A00824,South,Burton,Assess,,44340,44389,2,,,0.75,239.5425,Account,49,140,105,105,239.5425,344.5425,344.5425,Mon,Mon
A00825,Central,Cartier,Replace,,44340,44392,1,,,0.5,657.69,C.O.D.,52,80,40,40,657.69,697.69,697.69,Mon,Thu
A00826,Southeast,Burton,Assess,,44340,44396,1,,,0.25,30,C.O.D.,56,80,20,20,30,50,50,Mon,Mon
A00827,Southeast,Khan,Assess,,44341,44366,1,,,0.5,26.5675,C.O.D.,25,80,40,40,26.5675,66.5675,66.5675,Tue,Sat
A00828,West,Burton,Assess,,44341,44361,2,,,1.25,9.6,C.O.D.,20,140,175,175,9.6,184.6,184.6,Tue,Mon
A00829,West,Khan,Assess,,44341,44363,2,,,0.25,396.2915,C.O.D.,22,140,35,35,396.2915,431.2915,431.2915,Tue,Wed
A00830,East,Ling,Replace,,44341,44382,2,,,0.5,108,C.O.D.,41,140,70,70,108,178,178,Tue,Mon
A00831,Northwest,Cartier,Assess,,44341,44396,1,,,0.5,147.2441,C.O.D.,55,80,40,40,147.2441,187.2441,187.2441,Tue,Mon
A00832,Central,Burton,Install,,44341,,1,,Yes,,151.2802,C.O.D.,,80,0,0,0,151.2802,0,Tue,Sat
A00833,Northwest,Cartier,Replace,,44341,,1,,,,47.0464,P.O.,,80,0,0,47.0464,47.0464,47.0464,Tue,Sat
A00834,Northwest,Burton,Deliver,,44342,44352,1,,,0.25,51.73,C.O.D.,10,80,20,20,51.73,71.73,71.73,Wed,Sat
A00835,Southeast,Cartier,Assess,,44342,44349,2,,,0.25,445.7846,Account,7,140,35,35,445.7846,480.7846,480.7846,Wed,Wed
A00836,Southeast,Cartier,Assess,,44342,44361,2,,Yes,0.25,27.4867,C.O.D.,19,140,35,35,0,62.4867,35,Wed,Mon
A00837,West,Burton,Assess,,44342,44361,1,,,0.25,42.66,Account,19,80,20,20,42.66,62.66,62.66,Wed,Mon
A00838,Southeast,Cartier,Deliver,,44342,44361,1,,,0.25,185.1134,C.O.D.,19,80,20,20,185.1134,205.1134,205.1134,Wed,Mon
A00839,Northwest,Cartier,Replace,,44342,44364,1,,Yes,0.75,70,C.O.D.,22,80,60,60,0,130,60,Wed,Thu
A00840,Southeast,Cartier,Assess,,44342,44369,1,,,0.25,120,Account,27,80,20,20,120,140,140,Wed,Tue
A00841,Southeast,Cartier,Assess,,44342,44377,1,,,0.25,178.3618,C.O.D.,35,80,20,20,178.3618,198.3618,198.3618,Wed,Wed
A00842,Northeast,Khan,Install,,44342,44375,1,Yes,Yes,1.5,477.7815,Warranty,33,80,120,0,0,597.7815,0,Wed,Mon
A00843,Northwest,Khan,Repair,Yes,44342,44377,1,,,1,67.9697,P.O.,35,80,80,80,67.9697,147.9697,147.9697,Wed,Wed
A00844,South,Burton,Assess,,44342,44382,2,,Yes,1.25,300.7231,C.O.D.,40,140,175,175,0,475.7231,175,Wed,Mon
A00845,Central,Burton,Assess,,44342,,1,,,,377.6,Account,,80,0,0,377.6,377.6,377.6,Wed,Sat
A00846,Northwest,Cartier,Assess,,44342,,1,,,,70,P.O.,,80,0,0,70,70,70,Wed,Sat
A00847,Northwest,Cartier,Replace,,44342,,1,,,,177.0504,P.O.,,80,0,0,177.0504,177.0504,177.0504,Wed,Sat
A00848,Central,Burton,Replace,,44342,,2,,,,839.6785,C.O.D.,,140,0,0,839.6785,839.6785,839.6785,Wed,Sat
A00849,North,Ling,Assess,,44343,44350,1,,,0.25,120,Account,7,80,20,20,120,140,140,Thu,Thu
A00850,Northeast,Khan,Assess,,44343,44357,1,,,0.25,156.4932,C.O.D.,14,80,20,20,156.4932,176.4932,176.4932,Thu,Thu
A00851,North,Ling,Deliver,,44343,44362,2,,,0.25,155,Account,19,140,35,35,155,190,190,Thu,Tue
A00852,Central,Khan,Replace,,44343,44364,1,,,0.5,20.83,Account,21,80,40,40,20.83,60.83,60.83,Thu,Thu
A00853,Central,Cartier,Assess,Yes,44343,44369,1,Yes,Yes,0.5,50,Warranty,26,80,40,0,0,90,0,Thu,Tue
A00854,South,Burton,Deliver,,44343,44390,1,,,0.25,120,C.O.D.,47,80,20,20,120,140,140,Thu,Tue
A00855,Central,Burton,Repair,,44344,,1,,Yes,,17.064,C.O.D.,,80,0,0,0,17.064,0,Fri,Sat
A00856,Southeast,Burton,Assess,,44347,44356,1,,,0.25,182.0834,C.O.D.,9,80,20,20,182.0834,202.0834,202.0834,Mon,Wed
A00857,North,Ling,Assess,,44347,44368,2,,,0.25,19.5481,Account,21,140,35,35,19.5481,54.5481,54.5481,Mon,Mon
A00858,North,Ling,Assess,,44347,44368,2,,,0.5,144,C.O.D.,21,140,70,70,144,214,214,Mon,Mon
A00859,West,Lopez,Assess,,44347,44371,1,,,0.75,86.4786,P.O.,24,80,60,60,86.4786,146.4786,146.4786,Mon,Thu
A00860,Southeast,Cartier,Assess,,44347,44371,1,,Yes,0.25,69.1547,C.O.D.,24,80,20,20,0,89.1547,20,Mon,Thu
A00861,North,Ling,Repair,,44347,44389,2,,,1.25,156,C.O.D.,42,140,175,175,156,331,331,Mon,Mon
A00862,West,Khan,Replace,,44347,,2,,,,72.3501,Account,,140,0,0,72.3501,72.3501,72.3501,Mon,Sat
A00863,North,Ling,Deliver,,44348,44362,1,Yes,Yes,0.25,240,Warranty,14,80,20,0,0,260,0,Tue,Tue
A00864,Northwest,Khan,Repair,,44348,44368,1,Yes,Yes,4.25,558.1094,Warranty,20,80,340,0,0,898.1094,0,Tue,Mon
A00865,Northwest,Cartier,Assess,,44348,44376,1,Yes,Yes,1,43.434,Warranty,28,80,80,0,0,123.434,0,Tue,Tue
A00866,South,Burton,Deliver,,44348,44382,1,Yes,Yes,0.25,141.903,Warranty,34,80,20,0,0,161.903,0,Tue,Mon
A00867,Southeast,Khan,Assess,,44348,44401,2,,,1,136.7092,C.O.D.,53,140,140,140,136.7092,276.7092,276.7092,Tue,Sat
A00868,Northwest,Cartier,Assess,,44348,,2,,,,85.3512,P.O.,,140,0,0,85.3512,85.3512,85.3512,Tue,Sat
A00869,East,Ling,Assess,,44349,44354,1,,,0.5,85.32,C.O.D.,5,80,40,40,85.32,125.32,125.32,Wed,Mon
A00870,South,Lopez,Replace,,44349,44364,1,,,0.75,42.419,Account,15,80,60,60,42.419,102.419,102.419,Wed,Thu
A00871,Southeast,Burton,Replace,,44349,44364,2,,,0.75,184.0464,C.O.D.,15,140,105,105,184.0464,289.0464,289.0464,Wed,Thu
A00872,Central,Khan,Repair,,44349,44364,1,,,1,272.2499,C.O.D.,15,80,80,80,272.2499,352.2499,352.2499,Wed,Thu
A00873,West,Khan,Deliver,,44349,44368,1,,,0.25,204.284,Account,19,80,20,20,204.284,224.284,224.284,Wed,Mon
A00874,South,Khan,Deliver,,44349,44370,1,,,0.25,84.0779,C.O.D.,21,80,20,20,84.0779,104.0779,104.0779,Wed,Wed
A00875,North,Ling,Assess,,44349,44380,2,,,0.25,57.39,Account,31,140,35,35,57.39,92.39,92.39,Wed,Sat
A00876,Central,Khan,Repair,,44349,44380,1,,,2,192.4447,C.O.D.,31,80,160,160,192.4447,352.4447,352.4447,Wed,Sat
A00877,Southeast,Khan,Assess,,44349,44377,1,,,0.5,271.9169,C.O.D.,28,80,40,40,271.9169,311.9169,311.9169,Wed,Wed
A00878,Central,Khan,Assess,,44349,44377,1,,,0.5,588.55,Account,28,80,40,40,588.55,628.55,628.55,Wed,Wed
A00879,North,Ling,Deliver,,44349,44375,1,,,0.25,52.3501,Account,26,80,20,20,52.3501,72.3501,72.3501,Wed,Mon
A00880,South,Lopez,Assess,,44349,44384,1,,,0.5,240.5908,P.O.,35,80,40,40,240.5908,280.5908,280.5908,Wed,Wed
A00881,West,Khan,Deliver,,44349,44391,1,,,0.25,76.8649,C.O.D.,42,80,20,20,76.8649,96.8649,96.8649,Wed,Wed
A00882,Central,Khan,Replace,,44349,44401,2,,,0.5,519.0125,C.O.D.,52,140,70,70,519.0125,589.0125,589.0125,Wed,Sat
A00883,South,Lopez,Assess,,44350,44357,1,,,0.25,7.02,P.O.,7,80,20,20,7.02,27.02,27.02,Thu,Thu
A00884,North,Ling,Deliver,,44350,44364,1,,,0.25,42.66,Account,14,80,20,20,42.66,62.66,62.66,Thu,Thu
A00885,Southeast,Cartier,Assess,,44350,44371,1,,,0.25,179.5359,C.O.D.,21,80,20,20,179.5359,199.5359,199.5359,Thu,Thu
A00886,Southeast,Cartier,Assess,,44350,44375,1,,,0.25,7.8,C.O.D.,25,80,20,20,7.8,27.8,27.8,Thu,Mon
A00887,North,Ling,Deliver,,44350,44384,1,,,0.25,107.52,C.O.D.,34,80,20,20,107.52,127.52,127.52,Thu,Wed
A00888,Northwest,Khan,Replace,,44350,44398,2,,,0.5,150,Account,48,140,70,70,150,220,220,Thu,Wed
A00889,North,Ling,Replace,,44350,,2,,,,42.66,Account,,140,0,0,42.66,42.66,42.66,Thu,Sat
A00890,Central,Cartier,Assess,,44350,,2,,,,20.01,C.O.D.,,140,0,0,20.01,20.01,20.01,Thu,Sat
A00891,West,Khan,Deliver,,44351,44396,1,,,0.25,180,C.O.D.,45,80,20,20,180,200,200,Fri,Mon
A00892,Southeast,Burton,Deliver,,44352,44370,1,,,0.25,30,C.O.D.,18,80,20,20,30,50,50,Sat,Wed
A00893,North,Ling,Deliver,,44354,44357,1,,,0.25,0.456,C.O.D.,3,80,20,20,0.456,20.456,20.456,Mon,Thu
A00894,Central,Cartier,Assess,,44354,44361,2,,Yes,1.5,105.9778,C.O.D.,7,140,210,210,0,315.9778,210,Mon,Mon
A00895,North,Ling,Assess,,44354,44362,2,,,0.25,19.197,Account,8,140,35,35,19.197,54.197,54.197,Mon,Tue
A00896,West,Khan,Deliver,,44354,44368,1,,,0.25,180,C.O.D.,14,80,20,20,180,200,200,Mon,Mon
A00897,Southeast,Burton,Replace,,44354,44391,1,,Yes,0.5,240.6737,C.O.D.,37,80,40,40,0,280.6737,40,Mon,Wed
A00898,Central,Burton,Replace,,44354,44398,1,,,2,425.8995,C.O.D.,44,80,160,160,425.8995,585.8995,585.8995,Mon,Wed
A00899,Northwest,Cartier,Install,,44354,,2,,,,346.2438,C.O.D.,,140,0,0,346.2438,346.2438,346.2438,Mon,Sat
A00900,North,Ling,Deliver,,44355,44361,2,,,0.25,146.7553,C.O.D.,6,140,35,35,146.7553,181.7553,181.7553,Tue,Mon
A00901,Central,Cartier,Replace,,44355,44363,1,,,0.5,120,C.O.D.,8,80,40,40,120,160,160,Tue,Wed
A00902,Northwest,Cartier,Assess,,44355,44364,1,,,0.5,45.8775,P.O.,9,80,40,40,45.8775,85.8775,85.8775,Tue,Thu
A00903,South,Lopez,Install,,44355,44369,1,,,1.25,30.42,Account,14,80,100,100,30.42,130.42,130.42,Tue,Tue
A00904,South,Lopez,Deliver,,44355,44369,1,,,0.25,30,Account,14,80,20,20,30,50,50,Tue,Tue
A00905,North,Ling,Deliver,,44355,44369,1,,,0.25,90.6304,C.O.D.,14,80,20,20,90.6304,110.6304,110.6304,Tue,Tue
A00906,North,Ling,Assess,,44355,44384,2,,,0.25,120,C.O.D.,29,140,35,35,120,155,155,Tue,Wed
A00907,Southeast,Khan,Assess,Yes,44355,44389,1,,,0.75,8.92,Account,34,80,60,60,8.92,68.92,68.92,Tue,Mon
A00908,South,Burton,Repair,,44355,44389,2,,,1.25,244.7225,Account,34,140,175,175,244.7225,419.7225,419.7225,Tue,Mon
A00909,Northwest,Cartier,Assess,,44355,,2,,,,150,Account,,140,0,0,150,150,150,Tue,Sat
A00910,Southeast,Cartier,Assess,,44356,44365,2,,,0.25,52.1722,Account,9,140,35,35,52.1722,87.1722,87.1722,Wed,Fri
A00911,North,Ling,Deliver,,44356,44378,1,,,0.25,41.7123,Account,22,80,20,20,41.7123,61.7123,61.7123,Wed,Thu
