"absent","aide","black","boy","freelunch","id","mathscore","readscore","regular","schid","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite","totalscore","white_asian"
24,0,1,0,1,17103,506,410,1,244839,0,0,0,1,24483901,0,1,916,0
8,0,0,0,0,17105,513,416,1,244839,0,0,0,1,24483901,0,1,929,1
10,0,1,0,0,17106,547,463,0,244799,0,0,1,5,24479903,0,0,1010,0
36,0,0,0,1,17107,459,395,1,244745,0,0,0,1,24474503,0,0,854,1
3,0,1,0,1,17108,602,465,0,244776,0,1,1,3,24477608,0,0,1067,0
7,1,1,1,1,17112,489,413,0,244764,0,1,0,1,24476401,0,0,902,0
2,1,1,0,1,17113,484,427,0,244736,0,1,0,11,24473601,0,1,911,0
9,0,1,1,1,17114,444,436,0,244799,0,0,1,13,24479902,0,1,880,0
7,0,1,1,0,17115,520,467,0,244776,0,1,1,3,24477608,0,0,987,0
1,0,1,1,1,17116,439,400,0,244774,0,1,1,6,24477402,0,0,839,0
4,0,1,1,1,17117,412,390,1,244774,0,1,0,6,24477405,0,0,802,0
7,1,1,0,1,17119,459,424,0,244831,0,0,0,2,24483103,0,1,883,0
6,1,1,0,1,17120,423,400,0,244755,0,1,0,16,24475506,0,0,823,0
0,1,1,1,1,17123,468,407,0,244728,0,1,0,6,24472802,0,0,875,0
2,0,0,1,0,17124,463,503,1,252885,1,0,0,5,25288503,0,1,966,1
2,0,0,1,0,17125,520,437,0,216536,1,0,1,22,21653604,0,1,957,1
5,1,0,1,0,17126,454,439,0,252885,1,0,0,9,25288504,0,1,893,1
4,0,0,0,0,17127,520,476,1,252885,1,0,0,10,25288502,1,1,996,1
27,1,0,1,1,17128,484,439,0,257899,1,0,0,12,25789905,1,1,923,1
12,0,0,1,0,17129,463,413,1,257899,1,0,0,12,25789904,1,1,876,1
16,0,0,0,0,17130,418,419,1,257899,1,0,0,13,25789901,1,1,837,1
12,0,0,0,0,17131,547,554,1,169219,0,0,0,12,16921902,1,1,1101,1
3,0,0,1,0,17132,536,450,1,216536,1,0,0,1,21653605,0,1,986,1
30,1,0,0,0,17133,576,497,0,216536,1,0,0,13,21653602,1,1,1073,1
4,0,0,0,0,17134,473,433,1,216536,1,0,0,2,21653601,0,1,906,1
11,1,1,0,1,17135,520,451,0,244755,0,1,0,7,24475502,0,1,971,0
6,0,0,0,1,17137,513,437,1,253888,1,0,0,0,25388802,0,1,950,1
20,1,0,1,1,17138,484,455,0,257905,0,1,0,11,25790507,0,1,939,1
11,0,0,1,0,17140,473,460,0,257905,0,1,1,14,25790502,0,1,933,1
8,0,0,0,0,17141,506,437,1,257905,0,1,0,8,25790506,0,1,943,1
17,0,0,1,1,17143,513,433,1,253888,1,0,0,0,25388802,0,1,946,1
7,0,0,0,1,17144,513,483,0,257905,0,1,1,7,25790501,1,1,996,1
12,0,0,0,0,17145,506,461,1,257905,0,1,0,8,25790506,0,1,967,1
13,1,0,1,0,17148,468,418,0,261927,1,0,0,11,26192701,1,1,886,1
19,1,0,1,0,17149,459,390,0,261927,1,0,0,11,26192701,1,1,849,1
5,1,0,0,0,17150,459,408,0,221574,1,0,0,8,22157402,1,1,867,1
14,1,0,1,0,17151,484,445,0,221574,1,0,0,8,22157402,1,1,929,1
12,1,0,1,0,17152,463,455,0,234628,1,0,0,20,23462802,1,1,918,1
18,0,0,0,0,17155,463,448,1,216536,1,0,0,1,21653605,0,1,911,1
12,1,0,0,0,17159,365,391,0,221571,1,0,0,7,22157105,0,1,756,1
15,1,0,1,0,17160,418,427,0,130085,0,0,0,8,13008503,1,1,845,1
15,1,0,0,0,17161,484,430,0,264945,0,0,0,3,26494502,0,1,914,1
0,1,0,0,0,17162,473,421,0,264945,0,0,0,3,26494502,0,1,894,1
8,1,0,0,0,17163,454,424,0,218562,0,1,0,8,21856202,1,1,878,1
13,0,0,1,0,17164,429,413,1,189378,1,0,0,17,18937801,1,1,842,1
13,1,0,1,0,17166,449,434,0,189396,1,0,0,12,18939603,0,1,883,1
15,0,0,0,1,17167,434,395,1,189396,1,0,0,4,18939602,0,1,829,1
5,1,0,1,0,17168,418,398,0,189378,1,0,0,5,18937803,1,1,816,1
7,0,0,0,0,17169,484,424,0,234628,1,0,1,9,23462801,0,1,908,1
4,0,0,1,1,17170,439,431,0,189396,1,0,1,5,18939601,1,1,870,1
10,0,0,1,0,17171,494,437,1,189378,1,0,0,17,18937801,1,1,931,1
18,0,0,0,1,17173,444,386,1,189396,1,0,0,4,18939602,0,1,830,1
7,0,0,0,0,17174,459,390,0,189378,1,0,1,12,18937804,0,1,849,1
12,0,0,1,0,17175,444,431,1,189378,1,0,0,17,18937801,1,1,875,1
6,0,0,0,0,17179,500,428,0,123056,1,0,1,6,12305602,1,1,928,1
6,0,0,0,0,17181,500,467,0,189382,0,0,1,7,18938204,1,1,967,1
16,0,0,1,0,17182,463,440,1,189382,0,0,0,15,18938202,0,1,903,1
18,1,0,1,1,17183,418,382,0,189396,1,0,0,12,18939603,0,1,800,1
8,0,0,1,0,17184,444,422,1,189378,1,0,0,17,18937801,1,1,866,1
29,1,0,1,0,17185,468,431,0,189382,0,0,0,14,18938203,1,1,899,1
1,1,0,1,1,17186,494,470,0,189382,0,0,0,14,18938203,1,1,964,1
7,1,0,0,1,17187,454,439,0,191411,1,0,0,8,19141102,1,1,893,1
6,1,0,1,1,17188,412,398,0,212522,0,1,0,,21252201,0,0,810,1
17,0,0,1,0,17189,434,393,1,225585,1,0,0,13,22558503,0,0,827,1
2,0,0,0,0,17190,439,419,0,128076,0,0,1,0,12807601,0,1,858,1
15,0,0,0,1,17191,500,467,1,170295,1,0,0,19,17029501,0,1,967,1
12,1,0,1,0,17192,463,425,0,230612,1,0,0,6,23061201,0,1,888,1
9,0,0,1,0,17193,449,439,1,225585,1,0,0,13,22558501,1,1,888,1
25,0,0,0,0,17194,429,400,0,225585,1,0,1,15,22558502,0,1,829,1
7,0,0,1,0,17195,449,439,1,225585,1,0,0,13,22558503,0,0,888,1
0,0,0,1,0,17198,423,407,1,168211,1,0,0,10,16821101,0,1,830,1
50,0,0,0,0,17200,489,465,1,261927,1,0,0,13,26192702,1,1,954,1
31,1,0,0,0,17201,444,431,0,234628,1,0,0,9,23462803,1,1,875,1
3,0,1,1,0,17202,506,465,0,244776,0,1,1,3,24477608,0,0,971,0
7,0,1,0,1,17203,459,450,0,244697,0,1,1,14,24469705,0,0,909,0
3,0,1,0,0,17204,602,522,0,244755,0,1,1,3,24475507,0,0,1124,0
5,0,1,0,1,17205,500,440,1,244780,0,1,0,10,24478002,0,0,940,0
12,1,0,0,1,17206,494,451,0,244831,0,0,0,2,24483103,0,1,945,1
0,0,1,1,0,17207,468,439,1,244806,0,1,0,0,24480603,0,0,907,0
7,0,0,0,1,17208,513,433,1,212522,0,1,0,4,21252205,1,1,946,1
2,1,1,1,1,17209,500,418,0,244728,0,1,0,6,24472802,0,0,918,0
8,1,1,0,1,17210,444,407,0,244697,0,1,0,22,24469704,1,1,851,0
10,1,0,0,0,17212,513,467,0,244745,0,0,0,15,24474504,1,0,980,1
12,0,1,0,1,17213,489,405,0,244697,0,1,1,14,24469705,0,0,894,0
8,0,1,1,1,17214,520,439,1,244839,0,0,0,1,24483901,0,1,959,0
1,0,1,0,0,17215,468,419,1,244799,0,0,0,6,24479904,0,1,887,0
22,0,1,1,1,17216,513,470,0,244776,0,1,1,3,24477608,0,0,983,0
1,0,1,0,1,17218,459,442,0,244697,0,1,1,1,24469702,0,1,901,0
10,0,1,0,1,17219,449,405,1,244776,0,1,0,9,24477604,0,0,854,0
19,1,1,1,1,17220,384,416,0,244697,0,1,0,22,24469704,1,1,800,0
1,1,1,0,1,17222,423,398,0,244697,0,1,0,22,24469704,1,1,821,0
2,0,1,1,1,17224,423,395,0,244723,0,1,1,2,24472302,0,0,818,0
6,0,1,0,1,17226,489,403,1,244831,0,0,0,18,24483102,0,0,892,0
8,1,1,0,1,17228,473,427,0,244764,0,1,0,1,24476401,0,0,900,0
15,1,1,0,1,17229,444,437,0,244776,0,1,0,10,24477606,1,0,881,0
15,1,1,0,1,17230,626,461,0,244780,0,1,0,24,24478001,1,1,1087,0
7,0,0,1,0,17232,506,430,0,216536,1,0,1,8,21653603,1,1,936,1
11,0,0,1,0,17233,489,418,1,169229,0,0,0,11,16922902,0,1,907,1
15,1,0,0,1,17235,439,427,0,257905,0,1,0,11,25790507,0,1,866,1
19,1,0,1,0,17237,484,465,0,257905,0,1,0,14,25790505,0,1,949,1
10,1,0,0,0,17238,473,428,0,257899,1,0,0,12,25789905,1,1,901,1
1,0,0,0,0,17239,536,527,0,257905,0,1,1,14,25790502,0,1,1063,1
4,0,0,1,1,17240,459,410,0,216536,1,0,1,8,21653603,1,1,869,1
14,0,0,1,1,17242,528,492,1,168214,1,0,0,16,16821403,0,1,1020,1
8,0,0,0,1,17243,412,402,0,112038,0,1,1,12,11203801,1,1,814,1
7,0,1,0,0,17244,434,397,0,180344,0,1,1,1,18034405,0,1,831,0
63,1,0,1,1,17245,484,436,0,191411,1,0,0,8,19141102,1,1,920,1
5,0,0,0,1,17246,444,411,1,191411,1,0,0,13,19141103,1,1,855,1
4,1,0,1,1,17248,473,433,0,215533,1,0,0,3,21553301,0,1,906,1
13,0,0,0,0,17249,602,451,0,193423,1,0,1,12,19342302,0,1,1053,1
7,0,0,1,0,17250,536,448,0,193423,1,0,1,12,19342302,0,1,984,1
2,0,0,0,1,17251,468,434,1,193423,1,0,0,13,19342304,1,1,902,1
6,0,0,1,0,17252,439,418,0,193422,1,0,1,8,19342202,0,1,857,1
10,1,0,0,1,17254,494,450,0,215533,1,0,0,3,21553301,0,1,944,1
24,0,0,0,0,17255,536,467,0,215533,1,0,1,6,21553303,1,1,1003,1
12,0,1,1,1,17256,547,455,0,193422,1,0,1,8,19342202,0,1,1002,0
14,1,0,1,0,17257,528,431,0,193423,1,0,0,12,19342303,1,1,959,1
5,1,1,1,1,17260,473,418,0,244697,0,1,0,22,24469704,1,1,891,0
2,1,1,1,1,17261,494,428,0,244728,0,1,0,6,24472802,0,0,922,0
17,0,1,0,1,17262,468,445,0,244776,0,1,1,8,24477602,1,1,913,0
4,1,1,0,0,17263,484,478,0,244806,0,1,0,20,24480602,0,0,962,0
7,0,1,0,1,17264,528,456,1,244806,0,1,0,12,24480604,0,0,984,0
14,0,1,1,1,17266,602,490,1,244806,0,1,0,6,24480605,0,0,1092,0
5,1,1,0,1,17267,489,439,0,244697,0,1,0,22,24469704,1,1,928,0
3,0,1,1,1,17268,547,427,0,244723,0,1,1,1,24472303,0,0,974,0
23,1,1,1,1,17269,513,425,0,244708,0,1,0,2,24470805,0,1,938,0
9,1,1,1,0,17271,489,500,0,244774,0,1,0,0,24477401,0,1,989,0
6,0,0,0,1,17272,412,402,1,128068,1,0,0,1,12806802,0,1,814,1
1,1,1,0,1,17273,626,518,0,244780,0,1,0,24,24478001,1,1,1144,0
0,1,1,1,1,17274,463,421,0,180344,0,1,0,11,18034403,0,1,884,0
34,0,0,1,0,17275,576,451,0,203457,1,0,1,15,20345703,0,1,1027,1
6,0,0,0,0,17276,434,434,0,169229,0,0,1,10,16922905,0,0,868,1
7,0,1,0,1,17277,434,425,1,244746,0,1,0,5,24474602,0,1,859,0
1,0,1,1,1,17279,439,413,1,244723,0,1,0,8,24472305,1,1,852,0
13,0,1,1,1,17280,547,460,1,244806,0,1,0,12,24480604,0,0,1007,0
7,0,1,1,0,17281,449,397,1,244818,0,1,0,9,24481804,0,0,846,0
3,0,1,1,1,17282,494,400,1,244780,0,1,0,10,24478002,0,0,894,0
2,0,1,1,1,17284,473,436,0,244708,0,1,1,14,24470801,0,1,909,0
7,0,1,0,1,17286,463,410,1,244799,0,0,0,6,24479904,0,1,873,0
14,1,1,1,1,17287,489,416,0,244774,0,1,0,1,24477403,0,1,905,0
3,1,1,1,1,17288,576,440,0,244806,0,1,0,10,24480606,0,0,1016,0
17,0,1,1,1,17289,528,478,1,244806,0,1,0,12,24480604,0,0,1006,0
13,0,0,1,1,17292,478,436,1,257905,0,1,0,8,25790506,0,1,914,1
43,0,0,0,1,17293,412,395,1,189396,1,0,0,4,18939602,0,1,807,1
8,0,1,0,1,17295,423,393,1,205490,0,1,0,12,20549003,0,1,816,0
4,1,0,1,1,17296,528,431,0,162184,1,0,0,5,16218402,1,1,959,1
4,0,1,1,1,17298,449,402,1,244796,0,1,0,11,24479602,1,0,851,0
3,1,1,1,1,17300,434,391,0,244723,0,1,0,6,24472304,0,1,825,0
3,1,1,1,0,17301,489,437,0,244745,0,0,0,5,24474501,0,0,926,0
3,0,1,1,1,17305,528,467,1,244806,0,1,0,12,24480604,0,0,995,0
5,0,1,0,0,17306,547,487,1,244806,0,1,0,12,24480604,0,0,1034,0
3,0,1,1,0,17307,473,419,1,244727,0,0,0,4,24472702,0,1,892,0
5,0,1,1,1,17308,444,453,0,244806,0,1,1,1,24480601,0,1,897,0
3,1,1,1,1,17309,468,443,0,244774,0,1,0,0,24477401,0,1,911,0
11,0,0,1,0,17312,459,390,0,221574,1,0,1,1,22157401,0,1,849,1
15,1,1,0,1,17314,500,447,0,244806,0,1,0,10,24480606,0,0,947,0
26,0,0,0,1,17315,444,427,1,203452,1,0,0,11,20345202,0,1,871,1
27,0,0,0,0,17317,473,413,1,221571,1,0,0,3,22157101,0,0,886,1
0,1,1,0,0,17318,449,422,0,244708,0,1,0,2,24470805,0,1,871,0
1,1,1,1,1,17320,473,434,0,244697,0,1,0,5,24469703,1,1,907,0
0,0,1,1,1,17321,468,436,0,244776,0,1,1,6,24477601,1,1,904,0
10,1,1,0,1,17322,444,414,0,244723,0,1,0,6,24472304,0,1,858,0
9,0,1,1,0,17324,434,408,1,169280,0,0,0,13,16928002,1,1,842,0
12,0,1,0,1,17325,520,492,1,244818,0,1,0,9,24481804,0,0,1012,0
6,1,1,1,0,17326,559,518,0,244780,0,1,0,24,24478001,1,1,1077,0
1,0,1,1,1,17327,520,450,1,244755,0,1,0,24,24475505,0,0,970,0
0,0,1,1,1,17328,547,434,1,244839,0,0,0,20,24483903,0,0,981,0
11,0,0,1,0,17329,375,398,1,201449,1,0,0,6,20144903,1,1,773,1
2,0,1,0,1,17331,423,390,0,244723,0,1,1,1,24472303,0,0,813,0
15,0,0,1,0,17332,478,427,0,212522,0,1,1,21,21252203,0,1,905,1
2,1,1,0,1,17333,547,497,0,244736,0,1,0,11,24473601,0,1,1044,0
4,1,1,1,1,17334,602,554,0,244780,0,1,0,24,24478001,1,1,1156,0
17,0,1,1,1,17335,478,490,0,244818,0,1,1,10,24481802,1,0,968,0
11,0,1,0,0,17336,536,443,0,244799,0,0,1,13,24479902,0,1,979,0
0,0,1,1,1,17338,506,425,1,244755,0,1,0,1,24475504,0,0,931,0
6,1,1,0,1,17339,449,400,0,244755,0,1,0,7,24475502,0,1,849,0
2,0,1,1,0,17340,494,430,0,244745,0,0,1,14,24474502,1,0,924,0
9,0,1,1,1,17341,439,424,1,128079,1,0,0,8,12807901,0,1,863,0
6,1,1,0,1,17342,536,490,0,244806,0,1,0,20,24480602,0,0,1026,0
2,0,1,1,1,17344,520,483,1,244806,0,1,0,12,24480604,0,0,1003,0
6,0,0,1,1,17345,459,410,1,225585,1,0,0,13,22558501,1,1,869,1
27,1,0,1,0,17346,429,419,0,128076,0,0,0,7,12807603,0,1,848,1
3,0,1,0,0,17350,576,450,0,244839,0,0,1,11,24483905,0,0,1026,0
18,0,0,1,1,17351,429,421,1,161183,1,0,0,8,16118305,0,1,850,1
12,0,1,0,1,17352,365,391,0,169231,0,1,1,9,16923102,0,1,756,0
2,0,1,0,1,17353,478,421,0,244796,0,1,1,12,24479601,1,1,899,0
4,0,1,0,1,17354,513,421,1,244736,0,1,0,0,24473602,0,1,934,0
7,0,1,1,1,17355,392,402,0,244708,0,1,1,1,24470802,0,0,794,0
9,1,1,1,1,17356,473,437,0,244776,0,1,0,5,24477603,0,0,910,0
4,0,1,0,0,17357,473,416,0,244799,0,0,1,13,24479902,0,1,889,0
19,0,1,0,1,17358,439,405,0,244818,0,1,1,10,24481802,1,0,844,0
3,1,1,1,1,17359,449,398,0,244697,0,1,0,5,24469703,1,1,847,0
8,0,1,0,1,17360,473,428,1,244728,0,1,0,15,24472803,1,0,901,0
4,0,1,0,1,17361,494,445,0,244723,0,1,1,1,24472303,0,0,939,0
7,0,0,1,1,17362,484,433,0,130085,0,0,1,7,13008502,1,1,917,1
8,0,0,1,0,17363,536,522,1,161183,1,0,0,12,16118301,1,1,1058,1
15,0,0,0,0,17364,454,434,0,262937,0,0,1,8,26293704,1,1,888,1
14,0,0,1,0,17365,484,445,0,168211,1,0,1,8,16821104,0,1,929,1
2,0,1,0,0,17366,468,424,1,169231,0,1,0,3,16923103,1,0,892,0
9,0,1,1,0,17368,494,443,0,244776,0,1,1,8,24477602,1,1,937,0
9,1,1,1,1,17369,494,410,0,244774,0,1,0,1,24477403,0,1,904,0
2,0,1,1,1,17370,489,440,0,244776,0,1,1,3,24477608,0,0,929,0
7,1,0,1,1,17371,454,425,0,205492,0,0,0,0,20549201,0,1,879,1
3,0,1,1,1,17373,439,410,1,244774,0,1,0,6,24477405,0,0,849,0
0,0,1,0,0,17374,576,554,1,244727,0,0,0,4,24472702,0,1,1130,0
15,1,1,1,1,17375,463,434,0,244776,0,1,0,10,24477606,1,0,897,0
28,0,1,1,1,17377,429,408,1,244755,0,1,0,1,24475504,0,0,837,0
4,0,0,1,0,17378,500,480,1,264945,0,0,0,3,26494503,0,1,980,1
4,0,0,1,0,17379,494,468,0,169229,0,0,1,16,16922906,0,0,962,1
9,1,1,0,1,17380,536,430,0,244723,0,1,0,17,24472301,1,1,966,0
9,0,1,0,1,17381,547,455,1,244755,0,1,0,24,24475505,0,0,1002,0
6,0,1,0,1,17382,423,384,0,221571,1,0,1,21,22157104,0,1,807,0
20,0,1,0,1,17383,375,407,0,244776,0,1,1,8,24477602,1,1,782,0
9,0,1,1,1,17385,513,465,1,244818,0,1,0,10,24481801,0,0,978,0
19,1,0,1,1,17386,459,407,0,203452,1,0,0,5,20345204,0,1,866,1
0,1,1,1,1,17387,478,428,0,244697,0,1,0,5,24469703,1,1,906,0
2,0,1,0,1,17388,412,422,1,173312,1,0,0,11,17331202,1,1,834,0
1,0,1,0,1,17390,478,436,1,244774,0,1,0,6,24477405,0,0,914,0
5,0,1,1,0,17392,528,443,0,252885,1,0,1,14,25288501,1,1,971,0
5,1,0,1,0,17393,489,430,0,205491,0,0,0,17,20549104,0,1,919,1
7,0,0,1,0,17394,484,439,1,169280,0,0,0,13,16928002,1,1,923,1
9,0,1,0,0,17396,626,495,1,244839,0,0,0,20,24483903,0,0,1121,0
0,1,1,0,1,17397,405,410,0,244728,0,1,0,6,24472802,0,0,815,0
2,0,1,0,1,17398,405,410,1,244728,0,1,0,15,24472803,1,0,815,0
0,1,1,0,1,17399,468,422,0,244728,0,1,0,6,24472802,0,0,890,0
4,0,1,0,1,17400,463,437,0,244774,0,1,1,6,24477402,0,0,900,0
1,0,1,1,1,17401,478,448,1,244736,0,1,0,0,24473602,0,1,926,0
18,1,1,1,1,17402,423,407,0,244776,0,1,0,5,24477603,0,0,830,0
15,0,1,0,1,17403,429,424,0,205489,0,0,1,10,20548904,0,1,853,0
4,0,1,0,1,17404,459,434,1,244728,0,1,0,15,24472803,1,0,893,0
29,1,0,1,0,17405,429,419,0,203452,1,0,0,5,20345204,0,1,848,1
2,0,1,1,1,17406,423,421,0,244697,0,1,1,1,24469702,0,1,844,0
44,0,1,0,1,17408,439,403,1,189396,1,0,0,4,18939602,0,1,842,0
7,0,1,0,1,17409,536,458,1,244806,0,1,0,0,24480603,0,0,994,0
0,0,1,0,1,17410,536,458,0,244806,0,1,1,11,24480607,0,1,994,0
2,1,0,0,1,17412,520,456,0,170295,1,0,0,14,17029502,0,1,976,1
13,1,1,1,1,17413,418,393,0,244697,0,1,0,22,24469704,1,1,811,0
5,1,0,0,1,17415,449,416,0,191411,1,0,0,8,19141102,1,1,865,1
12,0,1,0,1,17416,478,414,0,244774,0,1,1,6,24477402,0,0,892,0
11,0,0,1,1,17417,528,461,0,205492,0,0,1,3,20549204,0,1,989,1
5,0,1,1,0,17418,528,456,1,244780,0,1,0,10,24478002,0,0,984,0
3,1,0,0,0,17419,489,410,0,169229,0,0,0,12,16922907,1,1,899,1
9,0,0,0,1,17421,468,430,0,159171,1,0,1,6,15917104,0,1,898,1
8,0,1,1,1,17423,418,413,1,244727,0,0,0,4,24472702,0,1,831,0
15,0,1,0,1,17424,547,434,0,244776,0,1,1,6,24477601,1,1,981,0
10,1,0,0,0,17427,528,427,0,128068,1,0,0,11,12806803,0,1,955,1
14,1,1,0,1,17428,444,411,0,244697,0,1,0,22,24469704,1,1,855,0
33,1,0,0,1,17429,489,440,0,203457,1,0,0,9,20345702,1,1,929,1
15,0,0,0,0,17430,626,627,0,221571,1,0,1,21,22157104,0,1,1253,1
11,0,0,0,0,17431,459,419,1,166203,0,1,0,13,16620302,1,1,878,1
2,0,1,0,0,17432,494,422,0,244839,0,0,1,0,24483904,0,1,916,0
22,0,0,1,0,17433,536,463,1,169219,0,0,0,12,16921902,1,1,999,1
6,0,0,0,1,17434,500,437,1,201449,1,0,0,10,20144905,0,1,937,1
3,0,1,1,1,17435,468,468,1,244806,0,1,0,12,24480604,0,0,936,0
4,0,0,0,0,17437,536,460,0,189396,1,0,1,5,18939601,1,1,996,1
1,1,1,0,1,17438,463,422,0,170295,1,0,0,14,17029502,0,1,885,0
10,0,0,0,0,17439,473,428,1,201449,1,0,0,6,20144903,1,1,901,1
32,0,0,1,1,17440,384,380,0,203452,1,0,1,19,20345201,0,1,764,1
14,0,1,0,1,17442,434,414,0,128079,1,0,1,8,12807903,0,1,848,0
5,0,0,0,0,17444,559,490,1,208501,1,0,0,13,20850101,0,1,1049,1
3,1,1,0,1,17445,536,485,0,244776,0,1,0,10,24477606,1,0,1021,0
17,0,0,0,0,17447,484,431,0,170295,1,0,1,2,17029503,0,1,915,1
6,0,0,0,0,17448,520,470,1,193422,1,0,0,11,19342203,0,1,990,1
3,0,1,0,1,17449,468,442,1,244818,0,1,0,10,24481801,0,0,910,0
1,1,1,0,1,17450,459,436,0,180344,0,1,0,0,18034402,0,1,895,0
0,0,0,1,0,17451,506,485,0,161183,1,0,1,16,16118306,0,1,991,1
2,1,0,0,0,17452,547,437,0,180344,0,1,0,11,18034403,0,1,984,1
4,1,0,0,0,17453,473,455,0,221574,1,0,0,8,22157402,1,1,928,1
5,0,0,0,1,17454,528,428,1,231616,1,0,0,20,23161603,0,1,956,1
3,0,1,1,1,17455,444,425,0,244728,0,1,1,1,24472801,0,1,869,0
17,1,1,0,0,17457,520,428,0,244839,0,0,0,21,24483902,0,0,948,0
18,0,1,0,1,17458,423,411,1,244723,0,1,0,8,24472305,1,1,834,0
16,1,1,0,1,17459,444,419,0,244764,0,1,0,1,24476401,0,0,863,0
17,0,0,1,0,17460,384,384,1,189396,1,0,0,4,18939602,0,1,768,1
19,0,0,0,0,17461,489,450,1,257905,0,1,0,5,25790504,0,1,939,1
10,0,1,0,1,17462,439,416,1,244697,0,1,0,6,24469701,1,1,855,0
2,0,1,1,0,17463,500,451,1,244774,0,1,0,6,24477405,0,0,951,0
4,1,1,0,1,17464,434,400,0,244799,0,0,0,10,24479901,1,1,834,0
9,1,0,0,1,17465,494,443,0,244745,0,0,0,15,24474504,1,0,937,1
31,0,1,0,1,17466,405,402,0,244776,0,1,1,2,24477605,0,1,807,0
4,1,0,0,1,17467,494,431,0,244831,0,0,0,2,24483103,0,1,925,1
3,1,1,0,1,17468,484,436,0,244723,0,1,0,17,24472301,1,1,920,0
5,1,1,0,1,17469,468,434,0,244727,0,0,0,1,24472704,0,0,902,0
6,1,1,1,1,17470,536,456,0,244745,0,0,0,15,24474504,1,0,992,0
35,0,1,0,1,17472,602,472,1,244806,0,1,0,6,24480605,0,0,1074,0
0,0,1,0,1,17474,500,424,1,244755,0,1,0,1,24475504,0,0,924,0
21,0,1,1,1,17475,434,422,0,244708,0,1,1,1,24470802,0,0,856,0
9,1,1,1,1,17476,559,472,0,244780,0,1,0,24,24478001,1,1,1031,0
4,1,0,1,0,17477,559,455,0,230612,1,0,0,6,23061201,0,1,1014,1
0,0,0,0,0,17479,576,440,0,231616,1,0,1,9,23161602,1,1,1016,1
17,0,1,0,1,17480,468,411,1,244708,0,1,0,2,24470803,0,1,879,0
31,1,1,0,1,17482,463,407,0,244796,0,1,0,3,24479604,0,0,870,0
0,1,1,0,1,17483,399,374,0,244708,0,1,0,2,24470805,0,1,773,0
12,1,1,0,1,17484,454,413,0,244708,0,1,0,2,24470805,0,1,867,0
11,0,0,1,0,17485,500,448,1,165199,0,1,0,3,16519902,0,1,948,1
22,1,1,0,1,17486,418,431,0,244708,0,1,0,0,24470806,0,1,849,0
3,1,1,0,1,17490,468,408,0,244708,0,1,0,0,24470806,0,1,876,0
16,0,0,1,0,17491,468,430,0,221571,1,0,1,21,22157104,0,1,898,1
4,1,1,0,1,17492,439,407,0,244708,0,1,0,2,24470805,0,1,846,0
16,1,1,0,1,17493,439,414,0,244708,0,1,0,0,24470806,0,1,853,0
50,0,1,1,1,17494,602,518,0,244755,0,1,1,3,24475507,0,0,1120,0
14,1,1,0,1,17495,434,403,0,244708,0,1,0,2,24470805,0,1,837,0
40,0,0,0,0,17497,478,453,1,169229,0,0,0,11,16922902,0,1,931,1
28,0,1,1,1,17498,463,410,0,244796,0,1,1,21,24479603,0,0,873,0
13,1,0,0,1,17499,500,468,0,234628,1,0,0,20,23462802,1,1,968,1
0,0,1,0,1,17500,484,430,1,244755,0,1,0,24,24475505,0,0,914,0
4,1,1,0,1,17501,439,418,0,244708,0,1,0,2,24470805,0,1,857,0
6,1,0,1,0,17502,506,448,0,169229,0,0,0,12,16922907,1,1,954,1
6,0,1,1,1,17507,478,439,1,205490,0,1,0,12,20549003,0,1,917,0
15,1,1,0,1,17511,454,398,0,244708,0,1,0,0,24470806,0,1,852,0
10,0,0,1,0,17513,602,465,0,262937,0,0,1,18,26293703,1,1,1067,1
9,1,1,1,1,17514,454,411,0,244708,0,1,0,2,24470805,0,1,865,0
41,1,1,0,1,17515,412,398,0,244708,0,1,0,2,24470805,0,1,810,0
5,1,1,1,1,17516,459,402,0,244708,0,1,0,0,24470806,0,1,861,0
0,1,1,0,1,17517,434,393,0,244708,0,1,0,0,24470806,0,1,827,0
9,1,1,1,1,17519,473,403,0,244708,0,1,0,0,24470806,0,1,876,0
22,1,1,1,0,17520,449,421,0,244708,0,1,0,2,24470805,0,1,870,0
17,0,1,1,1,17521,439,413,0,244728,0,1,1,1,24472801,0,1,852,0
8,0,1,0,1,17523,520,433,1,244755,0,1,0,24,24475505,0,0,953,0
12,0,0,0,0,17526,528,495,1,170295,1,0,0,19,17029501,0,1,1023,1
4,1,1,0,1,17528,392,403,0,244723,0,1,0,6,24472304,0,1,795,0
20,0,1,1,0,17530,489,434,1,244818,0,1,0,9,24481804,0,0,923,0
17,0,1,0,1,17531,494,434,1,244831,0,0,0,18,24483102,0,0,928,0
0,1,1,0,1,17532,454,408,0,244799,0,0,0,10,24479901,1,1,862,0
5,0,0,0,1,17533,528,472,0,218562,0,1,1,14,21856201,1,1,1000,1
12,0,0,0,0,17534,559,450,0,257905,0,1,1,7,25790501,1,1,1009,1
0,1,0,0,0,17537,459,430,0,169280,0,0,0,7,16928003,0,1,889,1
15,0,1,1,1,17538,454,403,1,244818,0,1,0,10,24481801,0,0,857,0
9,1,0,1,1,17539,602,455,0,231616,1,0,0,12,23161601,0,1,1057,1
26,0,0,0,0,17540,412,424,0,189378,1,0,1,12,18937804,0,1,836,1
