"id","schid","aide","black","boy","freelunch","mathscore","readscore","regular","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite"
13820,244801,0,1,1,0,439,411,0,0,0,1,20,24480104,1,1
14780,159171,0,0,1,0,576,514,1,1,0,0,10,15917103,0,1
17715,259915,1,0,1,0,459,403,0,1,0,0,15,25991502,0,1
13268,264945,0,0,0,0,528,480,0,0,0,1,8,26494505,1,1
17138,257905,1,0,1,1,484,455,0,0,1,0,11,25790507,0,1
14431,244806,0,1,1,1,547,447,0,0,1,1,11,24480607,0,1
15977,244818,0,0,0,0,500,453,1,0,1,0,9,24481804,0,0
10899,193422,1,0,0,1,459,443,0,1,0,0,9,19342201,0,1
16841,128079,0,0,1,0,399,386,1,1,0,0,8,12807901,0,1
13280,112038,1,1,1,0,500,419,0,0,1,0,17,11203803,0,1
17243,112038,0,0,0,1,412,402,0,0,1,1,12,11203801,1,1
11433,244796,0,1,1,1,468,419,1,0,1,0,11,24479602,1,0
14720,205492,1,1,1,1,463,413,0,0,0,0,0,20549201,0,1
17405,203452,1,0,1,0,429,419,0,1,0,0,5,20345204,0,1
16480,164198,1,0,0,1,459,413,0,1,0,0,13,16419801,1,1
16235,205489,1,0,0,0,484,403,0,0,0,0,3,20548903,0,1
12010,209510,1,0,0,0,418,411,0,1,0,0,3,20951002,0,1
15863,205492,1,1,1,0,454,434,0,0,0,0,0,20549201,0,1
12720,193423,0,0,1,1,576,458,1,1,0,0,13,19342304,1,1
14452,244780,0,1,1,1,559,437,1,0,1,0,10,24478002,0,0
13730,244764,0,1,0,1,602,465,0,0,1,1,13,24476402,1,0
17341,128079,0,1,1,1,439,424,1,1,0,0,8,12807901,0,1
20600,173312,0,1,0,1,434,437,1,1,0,0,11,17331202,1,1
13426,244723,0,1,0,1,494,439,0,0,1,1,1,24472303,0,0
19017,244796,1,1,1,1,478,456,0,0,1,0,3,24479604,0,0
11179,244776,1,1,1,1,468,450,0,0,1,0,10,24477606,1,0
14205,209510,0,0,1,1,463,434,0,1,0,1,15,20951005,0,1
17597,257899,0,0,0,0,463,421,0,1,0,1,8,25789903,0,1
16355,244723,1,1,1,1,429,402,0,0,1,0,17,24472301,1,1
14461,128076,0,0,1,0,473,414,0,0,0,1,0,12807601,0,1
11453,244801,1,0,1,0,528,448,0,0,0,0,8,24480103,0,0
20250,173312,0,0,0,1,449,463,1,1,0,0,11,17331202,1,1
21460,164198,0,0,0,0,513,468,1,1,0,0,4,16419803,1,1
12246,169280,0,0,1,1,375,388,0,0,0,1,12,16928001,1,1
20252,168211,1,0,0,0,559,434,0,1,0,0,14,16821105,0,1
18839,262937,0,0,0,0,468,440,0,0,0,1,8,26293704,1,1
14331,244776,1,1,0,1,449,430,0,0,1,0,5,24477603,0,0
18729,208503,0,0,0,1,449,419,0,1,0,1,8,20850302,1,1
15670,257905,1,1,0,0,459,443,0,0,1,0,14,25790505,0,1
14421,257905,1,0,0,1,444,437,0,0,1,0,11,25790507,0,1
16713,189378,0,0,1,0,454,414,1,1,0,0,17,18937801,1,1
